race_id,exotic_results
southside-pakenham-2026-02-12-r3,"{""quinella place 1"": ""2.70"", ""quinella"": ""9.90"", ""exacta"": ""21.60"", ""quinella place 2"": ""6.10"", ""quinella place 3"": ""6.00"", ""trifecta"": ""108.60""}"
southside-pakenham-2026-02-12-r4,"{""quinella place 1"": ""4.80"", ""quinella place 2"": ""5.20"", ""quinella"": ""4.20"", ""exacta"": ""7.50"", ""quinella place 3"": ""1.80"", ""trifecta"": ""49.00"", ""early quaddie"": ""178.30""}"
southside-pakenham-2026-02-12-r5,"{""quinella place 1"": ""11.60"", ""quinella place 2"": ""25.90"", ""quinella"": ""29.90"", ""exacta"": ""112.80"", ""quinella place 3"": ""10.60"", ""trifecta"": ""801.80""}"
southside-pakenham-2026-02-12-r6,"{""quinella place 1"": ""4.90"", ""quinella"": ""19.50"", ""exacta"": ""59.30"", ""quinella place 2"": ""7.40"", ""quinella place 3"": ""13.00"", ""trifecta"": ""268.60""}"
southside-pakenham-2026-02-12-r7,"{""quinella place 1"": ""14.40"", ""quinella"": ""40.00"", ""exacta"": ""95.60"", ""quinella place 2"": ""12.60"", ""quinella place 3"": ""18.00"", ""trifecta"": ""954.20""}"
southside-pakenham-2026-02-12-r8,"{""quinella place 1"": ""6.20"", ""quinella place 2"": ""15.10"", ""daily double"": ""231.10"", ""quinella"": ""46.20"", ""exacta"": ""118.10"", ""quinella place 3"": ""10.80"", ""treble"": ""1681.20"", ""trifecta"": ""596.40"", ""quaddie"": ""30072.00""}"
goulburn-2026-02-12-r1,"{""quinella place 1"": ""1.70"", ""quinella place 2"": ""3.10"", ""quinella"": ""17.60"", ""exacta"": ""47.30"", ""quinella place 3"": ""4.50"", ""trifecta"": ""101.80""}"
goulburn-2026-02-12-r2,"{""quinella"": ""8.00"", ""exacta"": ""18.30"", ""trifecta"": ""35.80""}"
goulburn-2026-02-12-r3,"{""quinella"": ""13.40"", ""exacta"": ""27.30"", ""quinella place 1"": ""3.60"", ""quinella place 2"": ""19.80"", ""quinella place 3"": ""35.30"", ""trifecta"": ""555.40""}"
goulburn-2026-02-12-r4,"{""quinella place 1"": ""9.80"", ""quinella"": ""11.70"", ""exacta"": ""22.50"", ""quinella place 2"": ""4.00"", ""quinella place 3"": ""10.20"", ""trifecta"": ""207.50"", ""early quaddie"": ""3073.00""}"
goulburn-2026-02-12-r5,"{""quinella place 1"": ""8.10"", ""quinella place 2"": ""9.40"", ""quinella"": ""32.80"", ""exacta"": ""92.90"", ""quinella place 3"": ""17.90"", ""trifecta"": ""471.60""}"
goulburn-2026-02-12-r6,"{""quinella place 1"": ""6.90"", ""quinella place 2"": ""3.00"", ""quinella"": ""14.30"", ""exacta"": ""24.90"", ""quinella place 3"": ""4.50"", ""trifecta"": ""83.70""}"
goulburn-2026-02-12-r7,"{""quinella"": ""10.90"", ""exacta"": ""16.90"", ""quinella place 1"": ""3.50"", ""quinella place 2"": ""13.50"", ""daily double"": ""56.60"", ""quinella place 3"": ""10.20"", ""trifecta"": ""158.50"", ""treble"": ""135.50"", ""quaddie"": ""634.30""}"
ipswich-2026-02-12-r1,"{""quinella"": ""28.10"", ""exacta"": ""46.90"", ""quinella place 1"": ""7.90"", ""quinella place 2"": ""27.30"", ""quinella place 3"": ""53.20"", ""trifecta"": ""1001.70""}"
ipswich-2026-02-12-r2,"{""quinella"": ""9.20"", ""exacta"": ""23.20"", ""quinella place 1"": ""3.60"", ""quinella place 2"": ""3.40"", ""quinella place 3"": ""10.50"", ""trifecta"": ""187.70""}"
ipswich-2026-02-12-r3,"{""quinella"": ""6.60"", ""exacta"": ""23.20"", ""quinella place 1"": ""3.10"", ""quinella place 2"": ""1.90"", ""quinella place 3"": ""2.60"", ""trifecta"": ""40.10""}"
ipswich-2026-02-12-r4,"{""quinella"": ""4.10"", ""exacta"": ""6.80"", ""early quaddie"": ""407.40"", ""trifecta"": ""23.10""}"
ipswich-2026-02-12-r5,"{""quinella place 1"": ""2.70"", ""quinella"": ""16.20"", ""exacta"": ""32.20"", ""quinella place 2"": ""5.10"", ""quinella place 3"": ""2.60"", ""trifecta"": ""60.10""}"
ipswich-2026-02-12-r6,"{""quinella"": ""81.10"", ""exacta"": ""85.40"", ""quinella place 1"": ""8.00"", ""quinella place 2"": ""15.40"", ""quinella place 3"": ""10.40"", ""trifecta"": ""584.20""}"
bunbury-2026-02-12-r1,"{""quinella place 1"": ""162.60"", ""quinella"": ""16.70"", ""exacta"": ""47.00"", ""quinella place 2"": ""6.60"", ""quinella place 3"": ""127.70"", ""trifecta"": ""2273.50""}"
bunbury-2026-02-12-r2,"{""quinella"": ""52.00"", ""exacta"": ""50.50"", ""quinella place 1"": ""9.10"", ""quinella place 2"": ""4.00"", ""quinella place 3"": ""9.20"", ""trifecta"": ""408.90""}"
bunbury-2026-02-12-r3,"{""quinella"": ""6.80"", ""exacta"": ""9.10"", ""quinella place 1"": ""3.30"", ""quinella place 2"": ""2.30"", ""quinella place 3"": ""4.10"", ""trifecta"": ""34.50""}"
bunbury-2026-02-12-r4,"{""quinella place 1"": ""6.40"", ""quinella"": ""120.70"", ""exacta"": ""278.50"", ""quinella place 2"": ""18.10"", ""quinella place 3"": ""4.90"", ""trifecta"": ""929.70""}"
bunbury-2026-02-12-r5,"{""quaddie"": ""692.80""}"
bunbury-2026-02-12-r6,"{""quinella place 1"": ""18.60"", ""quinella place 2"": ""70.80"", ""quinella"": ""15.70"", ""exacta"": ""25.70"", ""quinella place 3"": ""4.80"", ""trifecta"": ""483.80""}"
bunbury-2026-02-12-r7,"{""quinella place 1"": ""9.40"", ""quinella"": ""15.90"", ""exacta"": ""41.50"", ""quinella place 2"": ""4.90"", ""quinella place 3"": ""6.40"", ""trifecta"": ""200.90""}"
bunbury-2026-02-12-r8,"{""quinella place 1"": ""2.90"", ""quinella place 2"": ""4.30"", ""quinella"": ""42.50"", ""exacta"": ""101.40"", ""quinella place 3"": ""6.10"", ""trifecta"": ""314.20""}"
bunbury-2026-02-12-r9,"{""quinella place 1"": ""2.50"", ""quinella"": ""4.60"", ""exacta"": ""9.80"", ""quinella place 2"": ""2.20"", ""quinella place 3"": ""3.50"", ""daily double"": ""28.80"", ""trifecta"": ""32.90"", ""treble"": ""869.80"", ""quaddie"": ""2191.20""}"
southside-cranbourne-2026-02-13-r1,"{""quinella"": ""2.90"", ""exacta"": ""2.50"", ""trifecta"": ""19.20""}"
southside-cranbourne-2026-02-13-r3,"{""quinella"": ""6.40"", ""exacta"": ""11.40"", ""trifecta"": ""19.70""}"
southside-cranbourne-2026-02-13-r6,"{""quinella place 1"": ""8.80"", ""quinella place 2"": ""7.00"", ""quinella"": ""14.90"", ""exacta"": ""27.40"", ""quinella place 3"": ""5.10"", ""trifecta"": ""151.30""}"
southside-cranbourne-2026-02-13-r4,"{""quaddie"": ""45.40""}"
southside-cranbourne-2026-02-13-r7,"{""daily double"": ""17.90"", ""quinella place 1"": ""3.30"", ""quinella"": ""21.10"", ""exacta"": ""33.10"", ""quinella place 2"": ""7.40"", ""quinella place 3"": ""11.60"", ""trifecta"": ""132.40"", ""treble"": ""104.40"", ""quaddie"": ""509.00""}"
bet365-park-kilmore-2026-02-13-r1,"{""quinella"": ""4.50"", ""exacta"": ""14.20"", ""quinella place 1"": ""2.70"", ""quinella place 2"": ""2.90"", ""quinella place 3"": ""5.10"", ""trifecta"": ""54.70""}"
bet365-park-kilmore-2026-02-13-r2,"{""quinella place 1"": ""5.00"", ""quinella"": ""6.80"", ""exacta"": ""10.50"", ""quinella place 2"": ""2.70"", ""quinella place 3"": ""4.20"", ""trifecta"": ""84.40""}"
bet365-park-kilmore-2026-02-13-r4,"{""quinella place 1"": ""2.70"", ""quinella"": ""26.30"", ""exacta"": ""62.00"", ""quinella place 2"": ""6.90"", ""quinella place 3"": ""13.30"", ""early quaddie"": ""132.70"", ""trifecta"": ""209.10""}"
bet365-park-kilmore-2026-02-13-r3,"{""quinella place 1"": ""4.50"", ""quinella"": ""6.90"", ""exacta"": ""9.80"", ""quinella place 2"": ""7.10"", ""quinella place 3"": ""5.30"", ""trifecta"": ""38.00""}"
bet365-park-kilmore-2026-02-13-r6,"{""quinella place 1"": ""11.30"", ""quinella"": ""9.30"", ""exacta"": ""15.20"", ""quinella place 2"": ""3.90"", ""quinella place 3"": ""14.80"", ""trifecta"": ""150.20""}"
bet365-park-kilmore-2026-02-13-r8,"{""daily double"": ""18.60"", ""quinella"": ""22.20"", ""exacta"": ""41.70"", ""quinella place 1"": ""6.30"", ""quinella place 2"": ""6.40"", ""quinella place 3"": ""11.40"", ""treble"": ""124.70"", ""trifecta"": ""239.10"", ""quaddie"": ""1202.60""}"
bet365-park-kilmore-2026-02-13-r7,"{""quinella place 1"": ""3.60"", ""quinella place 2"": ""9.20"", ""quinella"": ""57.10"", ""exacta"": ""80.20"", ""quinella place 3"": ""17.00"", ""trifecta"": ""322.20""}"
bet365-park-kilmore-2026-02-13-r5,"{""quinella place 1"": ""3.10"", ""quinella"": ""18.00"", ""exacta"": ""35.50"", ""quinella place 2"": ""6.90"", ""quinella place 3"": ""2.50"", ""trifecta"": ""83.70""}"
tamworth-2026-02-13-r1,"{""quinella"": ""2.80"", ""exacta"": ""2.30"", ""quinella place 1"": ""1.30"", ""quinella place 2"": ""7.50"", ""quinella place 3"": ""5.40"", ""trifecta 1"": ""21.60"", ""trifecta 2"": ""16.50""}"
tamworth-2026-02-13-r2,"{""quinella place 1"": ""2.10"", ""quinella place 2"": ""5.80"", ""quinella"": ""5.30"", ""exacta"": ""7.70"", ""quinella place 3"": ""3.00"", ""trifecta"": ""20.80""}"
tamworth-2026-02-13-r4,"{""quinella place 1"": ""6.50"", ""quinella"": ""22.40"", ""exacta"": ""41.60"", ""quinella place 2"": ""7.00"", ""early quaddie"": ""28.80"", ""quinella place 3"": ""39.10"", ""trifecta"": ""329.40""}"
tamworth-2026-02-13-r3,"{""quinella"": ""4.50"", ""exacta"": ""9.30"", ""quinella place 1"": ""2.30"", ""quinella place 2"": ""6.50"", ""quinella place 3"": ""7.00"", ""trifecta"": ""82.70""}"
tamworth-2026-02-13-r6,"{""quinella place 1"": ""18.90"", ""quinella"": ""126.00"", ""exacta"": ""423.60"", ""quinella place 2"": ""41.40"", ""quinella place 3"": ""5.80"", ""trifecta"": ""1768.10""}"
tamworth-2026-02-13-r7,"{""quinella"": ""7.10"", ""exacta"": ""15.40"", ""quinella place 1"": ""3.20"", ""quinella place 2"": ""5.20"", ""quinella place 3"": ""3.50"", ""trifecta"": ""62.10""}"
tamworth-2026-02-13-r8,"{""quaddie"": ""10537.10""}"
tamworth-2026-02-13-r5,"{""quinella place 1"": ""4.30"", ""quinella place 2"": ""2.90"", ""quinella"": ""12.00"", ""exacta"": ""21.80"", ""quinella place 3"": ""3.40"", ""trifecta"": ""66.40""}"
taree-2026-02-13-r1,"{""quinella"": ""3.00"", ""exacta"": ""4.80"", ""trifecta"": ""8.50""}"
taree-2026-02-13-r2,"{""quinella place 1"": ""3.90"", ""quinella place 2"": ""6.60"", ""quinella"": ""2.40"", ""exacta"": ""2.70"", ""quinella place 3"": ""1.50"", ""trifecta"": ""21.10""}"
taree-2026-02-13-r4,"{""quinella place 1"": ""5.20"", ""quinella"": ""44.40"", ""exacta"": ""117.60"", ""quinella place 2"": ""13.70"", ""quinella place 3"": ""15.50"", ""trifecta"": ""635.20"", ""early quaddie"": ""43.80""}"
taree-2026-02-13-r5,"{""quinella"": ""2.40"", ""exacta"": ""5.30"", ""quinella place 1"": ""1.60"", ""quinella place 2"": ""4.80"", ""quinella place 3"": ""4.30"", ""trifecta"": ""34.10""}"
taree-2026-02-13-r6,"{""quinella"": ""7.50"", ""exacta"": ""13.30"", ""quinella place 1"": ""2.90"", ""quinella place 2"": ""8.20"", ""quinella place 3"": ""12.30"", ""trifecta"": ""103.50""}"
taree-2026-02-13-r3,"{""quinella place 1"": ""32.60"", ""quinella place 2"": ""2.80"", ""quinella"": ""12.70"", ""exacta"": ""10.80"", ""quinella place 3"": ""2.80"", ""trifecta"": ""32.20""}"
taree-2026-02-13-r8,"{""quinella place 1"": ""1.40"", ""daily double"": ""5.40"", ""quinella place 2"": ""2.70"", ""quinella"": ""7.50"", ""exacta"": ""9.80"", ""quinella place 3"": ""2.60"", ""trifecta"": ""19.20"", ""treble"": ""98.60"", ""quaddie"": ""223.50""}"
taree-2026-02-13-r7,"{""quinella"": ""137.00"", ""exacta"": ""170.50"", ""quinella place 1"": ""35.60"", ""quinella place 2"": ""84.60"", ""quinella place 3"": ""35.40"", ""trifecta"": ""2463.80""}"
mackay-2026-02-13-r1,"{""quinella"": ""2.20"", ""exacta"": ""4.20"", ""trifecta"": ""12.60""}"
mackay-2026-02-13-r2,"{""quinella"": ""27.30"", ""exacta"": ""30.80"", ""trifecta"": ""416.10""}"
mackay-2026-02-13-r3,"{""quinella"": ""108.70"", ""exacta"": ""147.70"", ""quinella place 1"": ""4.00"", ""quinella place 2"": ""32.40"", ""quinella place 3"": ""27.00"", ""trifecta 1"": ""184.40"", ""trifecta 2"": ""333.20""}"
mackay-2026-02-13-r4,"{""quinella"": ""1.50"", ""exacta"": ""2.10"", ""early quaddie"": ""193.90"", ""trifecta"": ""7.20""}"
mackay-2026-02-13-r5,"{""quinella place 1"": ""2.80"", ""quinella"": ""15.60"", ""exacta"": ""43.80"", ""quinella place 2"": ""5.20"", ""quinella place 3"": ""3.60"", ""trifecta"": ""166.70""}"
mackay-2026-02-13-r6,"{""quinella"": ""17.00"", ""exacta"": ""30.30"", ""quinella place 1"": ""6.60"", ""quinella place 2"": ""9.20"", ""quinella place 3"": ""6.30"", ""trifecta"": ""195.80""}"
mackay-2026-02-13-r7,"{""quinella place 1"": ""2.80"", ""quinella"": ""6.10"", ""exacta"": ""11.40"", ""quinella place 2"": ""2.00"", ""quinella place 3"": ""3.50"", ""trifecta"": ""36.50""}"
mackay-2026-02-13-r8,"{""quinella place 1"": ""13.10"", ""quinella place 2"": ""7.80"", ""daily double"": ""59.70"", ""quinella"": ""5.90"", ""exacta"": ""16.20"", ""quinella place 3"": ""1.60"", ""treble"": ""248.60"", ""trifecta"": ""208.00"", ""quaddie"": ""3458.30""}"
flemington-2026-02-14-r1,"{""quinella"": ""2.80"", ""exacta"": ""6.40"", ""trifecta"": ""28.10""}"
flemington-2026-02-14-r2,"{""quinella"": ""19.70"", ""exacta"": ""60.20"", ""quinella place 1"": ""8.00"", ""quinella place 2"": ""8.30"", ""quinella place 3"": ""46.40"", ""trifecta"": ""1033.70""}"
flemington-2026-02-14-r5,"{""quinella"": ""4.90"", ""exacta"": ""13.50"", ""quinella place 1"": ""2.30"", ""quinella place 2"": ""8.20"", ""quinella place 3"": ""4.70"", ""trifecta"": ""75.40""}"
flemington-2026-02-14-r4,"{""quinella place 1"": ""2.80"", ""quinella place 2"": ""3.70"", ""quinella"": ""38.70"", ""exacta"": ""87.60"", ""quinella place 3"": ""7.80"", ""trifecta"": ""189.00""}"
flemington-2026-02-14-r6,"{""quinella"": ""129.20"", ""exacta"": ""256.30"", ""quinella place 1"": ""24.70"", ""quinella place 2"": ""19.40"", ""quinella place 3"": ""41.90"", ""early quaddie"": ""1571.00"", ""trifecta"": ""3348.40""}"
flemington-2026-02-14-r3,"{""quinella"": ""2.10"", ""exacta"": ""3.60"", ""trifecta"": ""41.50""}"
flemington-2026-02-14-r8,"{""quinella place 1"": ""11.20"", ""quinella place 2"": ""21.60"", ""quinella"": ""9.10"", ""exacta"": ""11.50"", ""quinella place 3"": ""2.90"", ""trifecta"": ""185.70""}"
flemington-2026-02-14-r7,"{""quinella"": ""5.00"", ""exacta"": ""11.70"", ""quinella place 1"": ""2.40"", ""quinella place 2"": ""6.10"", ""quinella place 3"": ""6.60"", ""trifecta"": ""81.90""}"
flemington-2026-02-14-r10,"{""quinella place 1"": ""6.20"", ""quinella place 2"": ""5.60"", ""daily double"": ""33.20"", ""quinella"": ""42.10"", ""exacta"": ""72.20"", ""quinella place 3"": ""12.70"", ""treble"": ""50.60"", ""trifecta"": ""304.30"", ""quaddie"": ""382.60""}"
flemington-2026-02-14-r9,"{""quinella"": ""3.00"", ""exacta"": ""3.50"", ""quinella place 1"": ""1.80"", ""quinella place 2"": ""11.50"", ""quinella place 3"": ""21.50"", ""trifecta"": ""69.10""}"
royal-randwick-2026-02-14-r1,"{""quinella place 1"": ""10.30"", ""quinella place 2"": ""3.60"", ""quinella"": ""10.80"", ""exacta"": ""15.70"", ""quinella place 3"": ""5.30"", ""trifecta"": ""86.20""}"
royal-randwick-2026-02-14-r2,"{""quinella place 1"": ""7.20"", ""quinella"": ""18.30"", ""exacta"": ""29.30"", ""quinella place 2"": ""7.20"", ""quinella place 3"": ""20.00"", ""trifecta"": ""265.10""}"
royal-randwick-2026-02-14-r4,"{""quinella place 1"": ""4.90"", ""quinella"": ""9.00"", ""exacta"": ""30.40"", ""quinella place 2"": ""5.10"", ""quinella place 3"": ""9.30"", ""trifecta"": ""162.70""}"
royal-randwick-2026-02-14-r3,"{""quinella place 1"": ""8.40"", ""quinella place 2"": ""9.80"", ""quinella"": ""11.00"", ""exacta"": ""26.20"", ""quinella place 3"": ""7.60"", ""trifecta"": ""208.10""}"
royal-randwick-2026-02-14-r7,"{""quinella"": ""6.10"", ""exacta"": ""10.90"", ""trifecta"": ""38.30""}"
royal-randwick-2026-02-14-r5,"{""quinella place 1"": ""4.70"", ""quinella place 2"": ""31.30"", ""quinella"": ""27.20"", ""exacta"": ""114.90"", ""quinella place 3"": ""6.80"", ""trifecta"": ""373.60""}"
royal-randwick-2026-02-14-r8,"{""quinella place 1"": ""2.60"", ""quinella place 2"": ""13.80"", ""quinella"": ""6.40"", ""exacta"": ""5.80"", ""quinella place 3"": ""3.60"", ""trifecta"": ""46.10""}"
royal-randwick-2026-02-14-r9,"{""quinella"": ""4.10"", ""exacta"": ""7.30"", ""quinella place 1"": ""4.10"", ""quinella place 2"": ""10.80"", ""quinella place 3"": ""2.00"", ""trifecta"": ""109.80""}"
royal-randwick-2026-02-14-r6,"{""quinella"": ""1.80"", ""exacta"": ""4.30"", ""quinella place 1"": ""1.70"", ""quinella place 2"": ""3.20"", ""quinella place 3"": ""4.40"", ""trifecta"": ""24.70"", ""early quaddie"": ""12639.40""}"
royal-randwick-2026-02-14-r10,"{""quinella place 1"": ""38.90"", ""daily double"": ""46.90"", ""quinella place 2"": ""10.80"", ""quinella"": ""145.80"", ""exacta"": ""431.70"", ""quinella place 3"": ""58.00"", ""treble"": ""256.90"", ""trifecta"": ""1909.50"", ""quaddie"": ""728.60""}"
pinjarra-park-2026-02-14-r1,"{""quinella"": ""2.10"", ""exacta"": ""5.10"", ""trifecta"": ""18.60""}"
pinjarra-park-2026-02-14-r2,"{""quinella"": ""6.70"", ""exacta"": ""14.90"", ""quinella place 1"": ""13.00"", ""quinella place 2"": ""9.00"", ""quinella place 3"": ""14.90"", ""trifecta"": ""151.80""}"
pinjarra-park-2026-02-14-r5,"{""quinella"": ""6.00"", ""exacta"": ""14.90"", ""quinella place 1"": ""2.10"", ""quinella place 2"": ""12.80"", ""quinella place 3"": ""23.50"", ""trifecta"": ""206.10"", ""early quaddie"": ""436.40""}"
pinjarra-park-2026-02-14-r3,"{""quinella place 1"": ""14.70"", ""quinella"": ""21.70"", ""exacta"": ""35.50"", ""quinella place 2"": ""7.30"", ""quinella place 3"": ""11.50"", ""trifecta"": ""335.30""}"
pinjarra-park-2026-02-14-r4,"{""quinella place 1"": ""8.80"", ""quinella"": ""4.50"", ""exacta"": ""9.20"", ""quinella place 2"": ""2.30"", ""quinella place 3"": ""5.10"", ""trifecta"": ""67.60""}"
pinjarra-park-2026-02-14-r9,"{""quinella"": ""20.80"", ""exacta"": ""36.40"", ""quinella place 1"": ""6.60"", ""quinella place 2"": ""9.40"", ""daily double"": ""14.00"", ""quinella place 3"": ""12.60"", ""treble"": ""36.60"", ""trifecta"": ""262.40"", ""quaddie"": ""521.00""}"
pinjarra-park-2026-02-14-r6,"{""quinella place 1"": ""4.00"", ""quinella place 2"": ""4.80"", ""quinella"": ""17.00"", ""exacta"": ""46.50"", ""quinella place 3"": ""7.90"", ""trifecta"": ""254.10""}"
pinjarra-park-2026-02-14-r8,"{""quinella place 1"": ""9.40"", ""quinella place 2"": ""33.00"", ""quinella"": ""24.30"", ""exacta"": ""25.80"", ""quinella place 3"": ""9.10"", ""trifecta"": ""316.70""}"
pinjarra-park-2026-02-14-r7,"{""quinella"": ""2.00"", ""exacta"": ""3.30"", ""quinella place 1"": ""1.40"", ""quinella place 2"": ""4.60"", ""quinella place 3"": ""3.20"", ""trifecta"": ""16.40""}"
eagle-farm-2026-02-14-r1,"{""quinella"": ""8.20"", ""exacta"": ""9.60"", ""trifecta"": ""63.90""}"
eagle-farm-2026-02-14-r2,"{""quinella"": ""31.40"", ""exacta"": ""61.30"", ""trifecta"": ""274.30""}"
eagle-farm-2026-02-14-r3,"{""quinella"": ""4.30"", ""exacta"": ""9.30"", ""trifecta"": ""70.60""}"
eagle-farm-2026-02-14-r4,"{""quinella place 1"": ""43.50"", ""quinella"": ""20.30"", ""exacta"": ""27.40"", ""quinella place 2"": ""6.90"", ""quinella place 3"": ""9.50"", ""trifecta"": ""663.90""}"
eagle-farm-2026-02-14-r5,"{""quinella"": ""23.20"", ""exacta"": ""56.00"", ""trifecta"": ""363.90""}"
eagle-farm-2026-02-14-r7,"{""quinella"": ""4.60"", ""exacta"": ""9.90"", ""quinella place 1"": ""3.90"", ""quinella place 2"": ""6.20"", ""quinella place 3"": ""3.10"", ""trifecta"": ""81.70""}"
eagle-farm-2026-02-14-r10,"{""quinella place 1"": ""52.30"", ""quinella place 2"": ""22.10"", ""quinella"": ""27.10"", ""exacta"": ""38.90"", ""quinella place 3"": ""10.00"", ""daily double"": ""63.60"", ""trifecta"": ""699.60"", ""treble"": ""710.20"", ""quaddie"": ""5911.30""}"
eagle-farm-2026-02-14-r8,"{""quinella place 1"": ""16.30"", ""quinella place 2"": ""66.10"", ""quinella"": ""31.30"", ""exacta"": ""69.50"", ""quinella place 3"": ""13.00"", ""trifecta"": ""1228.80""}"
eagle-farm-2026-02-14-r9,"{""quinella place 1"": ""4.80"", ""quinella"": ""23.30"", ""exacta"": ""48.00"", ""quinella place 2"": ""7.90"", ""quinella place 3"": ""3.10"", ""trifecta"": ""197.50""}"
eagle-farm-2026-02-14-r6,"{""quinella place 1"": ""11.40"", ""quinella"": ""27.10"", ""exacta"": ""35.90"", ""quinella place 2"": ""19.20"", ""quinella place 3"": ""18.00"", ""trifecta"": ""222.80"", ""early quaddie"": ""655.70""}"
morphettville-parks-2026-02-14-r1,"{""quinella place 1"": ""9.20"", ""quinella"": ""13.70"", ""exacta"": ""26.00"", ""quinella place 2"": ""5.00"", ""quinella place 3"": ""3.50"", ""trifecta"": ""132.20""}"
morphettville-parks-2026-02-14-r2,"{""quinella place 1"": ""5.50"", ""quinella"": ""41.20"", ""exacta"": ""50.20"", ""quinella place 2"": ""12.50"", ""quinella place 3"": ""26.40"", ""trifecta"": ""394.90""}"
morphettville-parks-2026-02-14-r5,"{""quinella"": ""20.10"", ""exacta"": ""23.40"", ""trifecta"": ""63.70"", ""early quaddie"": ""107.30""}"
morphettville-parks-2026-02-14-r4,"{""quinella place 1"": ""4.70"", ""quinella"": ""13.90"", ""exacta"": ""28.00"", ""quinella place 2"": ""3.30"", ""quinella place 3"": ""2.70"", ""trifecta"": ""120.30""}"
morphettville-parks-2026-02-14-r3,"{""quinella"": ""3.80"", ""exacta"": ""4.70"", ""trifecta"": ""29.40""}"
